hhnum,food_insecure_flag_adult,adltfscat,foodsufficient,poverty_ratio,poverty_band,snap_any,foodpantry,household_size,num_adults,num_children,num_elderly,employed_adults,any_employed_adult,head_age,head_sex,head_hispanic,head_racecat,head_educcat,head_employment,region,rural,nonmetro,anyvehicle,vehiclenum,caraccess,dist_sm,dist_cs,dist_walmart,nearsnap_dist,nearff_dist,nearnonff_dist,fah_event_count,fah_storetype_unique,fafh_event_count,fafh_schoolmeal_events,targetgroup,hhwgt
100069,1,3,2,1.46915401301518,1.3-2.0 (low income),False,0,4,3,1,0,1,1,47.5,2,0,3,4.0,1,4,0,0,1,2,-996,1.5,0.62,2.28,0.62,1.51,0.47,3.0,0.0,2.0,0.0,4,2865.9214524165
100073,1,3,1,1.53469927296761,1.3-2.0 (low income),True,0,2,2,0,1,1,1,85.0,2,0,1,4.0,5,1,1,1,1,1,-996,13.7,4.03,28.96,4.03,10.84,4.18,0.0,0.0,1.0,0.0,4,3102.13691797388
100074,0,1,2,2.77808219178082,2.0-4.0 (moderate),True,0,5,5,0,0,4,1,47.5,2,0,1,3.0,1,1,0,0,1,2,-996,0.66,0.29,3.57,0.08,0.36,0.04,4.0,0.0,26.0,0.0,3,4066.35299943487
100076,1,4,2,2.38438177874187,2.0-4.0 (moderate),False,0,4,2,2,0,1,1,27.5,2,0,1,4.0,1,2,0,0,1,3,-996,3.39,0.68,2.67,0.6,0.53,0.35,4.0,0.0,30.0,0.0,4,4422.92669236479
100083,0,2,2,1.63616830796777,1.3-2.0 (low income),False,1,1,1,0,0,0,0,62.5,2,0,1,3.0,5,2,0,0,1,1,-996,2.36,2.13,4.8,2.13,3.12,3.0,2.0,0.0,5.0,0.0,2,68153.5977557999
100088,0,2,1,2.26296490309062,2.0-4.0 (moderate),False,0,3,2,1,0,2,1,47.5,2,0,1,5.0,1,2,0,0,1,4,-996,2.01,0.43,3.1,0.43,0.45,0.34,2.0,0.0,21.0,1.0,3,32873.7068105636
100093,1,4,2,1.8659755646057,1.3-2.0 (low income),True,0,5,2,3,0,1,1,27.5,2,0,3,5.0,5,4,0,0,1,2,-996,0.61,0.14,2.41,0.14,0.13,0.59,3.0,0.0,10.0,0.0,3,6704.7742553958
100095,1,3,2,1.64798567591764,1.3-2.0 (low income),False,0,1,1,0,1,0,0,85.0,2,0,1,1.0,5,2,0,0,0,-996,-996,0.3,0.61,4.16,0.26,0.8,0.26,1.0,0.0,0.0,0.0,2,30372.0596155059
100104,0,1,1,7.74436877946569,>4.0 (higher),False,0,3,2,1,0,2,1,27.5,1,0,1,3.0,1,4,0,0,1,2,-996,0.9,0.29,4.24,0.29,0.29,0.07,1.0,0.0,3.0,0.0,3,63686.8431091759
100106,1,4,2,1.64253535882661,1.3-2.0 (low income),False,0,3,1,2,0,1,1,27.5,2,0,1,5.0,1,3,1,0,1,1,-996,1.09,1.18,2.13,0.85,0.87,0.87,2.0,0.0,15.0,1.0,2,7071.90881461983
100107,0,1,2,0.620899092272209,<=1.0 (at/below poverty),False,1,4,3,1,0,0,0,47.5,2,0,1,1.0,5,1,0,0,0,-996,-996,1.08,0.28,4.13,0.28,0.74,0.33,1.0,0.0,0.0,0.0,4,1804.0044926271
100110,1,4,4,1.1728944343891,1.0-1.3 (near poverty),True,0,5,5,0,0,1,1,47.5,2,0,1,3.0,5,1,0,0,1,3,-996,2.35,1.94,18.22,1.94,2.35,2.06,1.0,0.0,2.0,0.0,4,945.743722022964
100114,0,1,1,8.487018800358099,>4.0 (higher),True,0,1,1,0,0,1,1,27.5,1,0,1,6.0,1,1,0,0,1,1,-996,0.94,0.24,5.27,0.24,0.24,0.28,1.0,0.0,4.0,0.0,3,28559.0905215345
100128,0,1,2,2.01929940515532,2.0-4.0 (moderate),False,0,2,2,0,2,0,0,85.0,2,0,1,1.0,5,2,1,0,1,2,-996,2.0,1.34,2.16,1.34,1.62,2.02,1.0,0.0,6.0,0.0,3,19429.82276267
100132,1,3,3,0.293867735470942,<=1.0 (at/below poverty),False,0,7,4,3,0,2,1,47.5,2,1,5,5.0,5,1,0,0,1,1,-996,0.6,0.06,2.97,0.03,0.09,0.03,2.0,0.0,4.0,0.0,4,17359.1448571245
100135,0,1,1,0.48838659614276303,<=1.0 (at/below poverty),False,0,2,1,1,0,0,0,16.5,2,0,1,2.0,5,2,1,0,0,-996,-996,2.83,2.84,3.73,2.83,2.83,1.85,3.0,0.0,0.0,0.0,4,19345.1287541846
100138,1,3,2,1.95377379044387,1.3-2.0 (low income),False,0,9,4,5,0,2,1,27.5,2,0,1,2.0,5,4,0,0,1,2,-996,1.29,0.15,1.85,0.15,0.37,0.14,3.0,0.0,6.0,0.0,4,9518.88002853256
100140,0,2,1,9.68772430684043,>4.0 (higher),False,0,5,3,2,0,3,1,47.5,2,1,5,1.0,1,4,0,0,1,1,-996,0.33,0.52,4.0,0.33,0.02,0.02,4.0,0.0,9.0,0.0,3,42644.3519811336
100146,1,3,2,1.3536257833482501,1.3-2.0 (low income),False,0,1,1,0,0,1,1,27.5,2,0,1,4.0,1,2,0,0,1,1,-996,0.33,0.31,1.27,0.3,0.28,0.18,3.0,0.0,12.0,0.0,2,12183.6387603396
100148,0,1,1,1.4581876056015302,1.3-2.0 (low income),True,0,5,3,2,0,2,1,47.5,2,1,5,2.0,5,4,0,0,1,3,-996,0.65,0.14,2.59,0.14,0.19,0.66,3.0,0.0,3.0,0.0,2,2739.43283756333
100150,0,2,1,0.8935340563991321,<=1.0 (at/below poverty),True,1,4,3,1,0,1,1,47.5,2,0,1,2.0,5,3,0,0,0,-996,0,1.04,0.75,1.51,0.45,0.45,0.45,6.0,0.0,10.0,0.0,4,2836.18495405774
100151,0,1,2,1.8761940022214,1.3-2.0 (low income),False,0,5,2,3,0,2,1,27.5,1,0,2,5.0,1,3,1,0,1,2,-996,2.44,1.77,3.2,1.57,2.42,0.5,5.0,0.0,5.0,0.0,4,3432.55197446978
100155,0,1,1,7.99471249173827,>4.0 (higher),False,0,2,2,0,0,2,1,47.5,2,0,1,4.0,1,2,1,0,1,2,-996,3.9,3.9,4.76,3.89,3.86,3.1,2.0,0.0,17.0,0.0,3,87900.2590936208
100158,1,3,2,3.0685750907925597,2.0-4.0 (moderate),False,0,10,7,3,1,2,1,47.5,2,0,3,4.0,1,4,0,0,1,2,-996,0.28,0.25,0.81,0.25,0.25,0.23,5.0,0.0,21.0,0.0,3,15031.3486594945
100159,1,3,2,0.13375787436793002,<=1.0 (at/below poverty),True,0,3,1,2,0,0,0,47.5,2,1,1,3.0,5,4,0,0,1,1,-996,2.25,0.25,2.59,0.25,3.13,0.3,3.0,0.0,6.0,0.0,4,3143.94732204492
100162,1,3,1,1.20322291853178,1.0-1.3 (near poverty),True,0,1,1,0,0,0,0,27.5,1,0,2,4.0,3,2,0,0,0,-996,0,2.02,0.96,0.86,0.34,0.19,0.04,2.0,0.0,5.0,0.0,2,30424.6419538771
100163,0,1,1,2.28810895756941,2.0-4.0 (moderate),True,0,3,2,1,0,2,1,27.5,2,1,1,3.0,1,3,0,0,1,2,-996,1.7,0.38,3.62,0.38,1.11,0.15,4.0,0.0,14.0,0.0,4,3126.66377282155
100167,1,4,3,2.12557832121613,2.0-4.0 (moderate),False,0,2,2,0,0,1,1,47.5,2,0,1,1.0,5,3,0,0,1,1,-996,0.65,0.06,3.89,0.06,0.46,0.19,1.0,0.0,2.0,0.0,3,1828.70311405229
100174,0,2,2,0.81943600867679,<=1.0 (at/below poverty),False,0,4,3,1,0,2,1,47.5,2,0,4,2.0,1,3,1,0,1,2,-996,4.09,4.1,6.21,3.1,4.25,4.07,4.0,0.0,33.0,0.0,4,6158.0037121463
100183,1,3,2,0.389855609033691,<=1.0 (at/below poverty),False,0,5,3,2,0,0,0,47.5,2,0,1,3.0,5,1,1,0,1,1,-996,1.4,1.42,13.41,1.23,1.76,1.18,2.0,0.0,7.0,0.0,1,1506.25501739107
100186,0,1,1,6.10205908683975,>4.0 (higher),True,0,1,1,0,0,1,1,27.5,1,0,1,3.0,1,2,0,0,1,2,-996,0.05,8.58,1.35,0.05,0.08,0.04,3.0,0.0,2.0,0.0,3,56074.9137371949
100188,0,1,1,1.82419035029742,1.3-2.0 (low income),False,0,2,2,0,1,1,1,85.0,2,1,1,5.0,5,4,0,0,1,1,-996,1.09,0.14,2.41,0.08,0.47,0.12,2.0,0.0,1.0,0.0,2,5473.02308599143
100192,1,3,2,1.03584294478528,1.0-1.3 (near poverty),False,0,6,2,4,0,1,1,47.5,2,0,1,5.0,1,4,0,0,1,2,-996,0.82,0.42,1.86,0.42,0.83,0.57,8.0,0.0,14.0,0.0,4,2294.65510421217
100194,0,2,1,3.2928416485900196,2.0-4.0 (moderate),True,0,4,4,0,0,3,1,47.5,2,0,1,4.0,1,4,0,0,1,3,-996,0.57,0.4,0.89,0.4,0.4,0.49,6.0,0.0,3.0,0.0,3,25306.5495329433
100197,0,1,1,10.0,>4.0 (higher),False,0,1,1,0,0,1,1,47.5,2,0,1,4.0,1,3,0,0,1,1,-996,0.84,1.01,2.06,0.24,0.24,0.18,0.0,0.0,8.0,0.0,3,95367.3298418061
100203,0,2,2,0.974332111052907,<=1.0 (at/below poverty),False,0,3,2,1,0,1,1,47.5,2,0,1,5.0,1,3,0,0,1,2,-996,0.51,0.94,1.37,0.51,0.95,0.22,8.0,0.0,9.0,0.0,1,4095.92475769992
100207,0,1,1,2.2207534699273,2.0-4.0 (moderate),True,0,2,1,1,0,1,1,47.5,2,0,1,4.0,1,2,0,0,1,1,-996,1.25,0.04,4.29,0.04,0.36,0.01,5.0,0.0,9.0,0.0,3,26488.1664565472
100209,1,3,2,0.55979266938171,<=1.0 (at/below poverty),False,0,5,4,1,0,2,1,47.5,2,1,1,4.0,1,3,0,0,1,2,-996,1.23,0.49,0.76,0.41,0.27,0.28,4.0,0.0,6.0,0.0,4,5651.43949495659
100210,0,2,2,2.88781932617549,2.0-4.0 (moderate),False,0,5,3,2,0,2,1,47.5,2,0,1,6.0,1,1,0,0,1,3,-996,2.89,1.29,3.73,0.64,1.25,0.49,3.0,0.0,3.0,0.0,3,18390.0215626563
100214,1,3,1,2.08592200925314,2.0-4.0 (moderate),False,0,2,2,0,0,2,1,47.5,2,1,5,2.0,1,3,0,0,1,3,-996,1.13,0.46,1.87,0.1,0.4,0.15,7.0,0.0,2.0,0.0,3,11390.2810211604
100220,0,1,2,0.874620390455532,<=1.0 (at/below poverty),False,0,4,1,3,0,1,1,47.5,2,0,1,4.0,1,1,0,0,1,1,-996,0.73,0.05,3.91,0.05,0.44,0.09,1.0,0.0,19.0,0.0,4,2367.94198181789
100223,0,1,1,1.56182212581345,1.3-2.0 (low income),False,0,4,2,2,0,1,1,47.5,2,0,1,4.0,5,4,1,0,1,2,-996,2.79,2.02,2.9,1.87,1.91,1.96,4.0,0.0,32.0,0.0,2,45314.4312212952
100225,0,1,1,1.56536946463979,1.3-2.0 (low income),False,0,2,2,0,1,0,0,85.0,2,0,1,3.0,3,3,0,0,1,2,-996,0.16,0.31,3.67,0.15,0.17,0.04,6.0,0.0,4.0,0.0,2,9576.96495077908
100228,0,1,1,8.67281299109482,>4.0 (higher),False,0,3,3,0,0,3,1,47.5,2,0,1,4.0,1,2,0,0,1,3,-996,0.88,9.4,0.91,0.88,0.81,0.5,4.0,0.0,10.0,0.0,3,23852.5773804203
100229,0,2,2,2.36356904850056,2.0-4.0 (moderate),True,0,5,2,3,0,1,1,47.5,1,0,1,4.0,1,4,0,0,1,2,-996,0.68,0.2,2.66,0.2,0.26,0.7,6.0,0.0,22.0,0.0,3,5231.57400523776
100231,1,3,1,3.5373430270984803,2.0-4.0 (moderate),True,0,2,2,0,0,2,1,47.5,2,0,1,3.0,1,4,1,1,1,2,-996,12.81,5.82,39.99,2.88,14.51,1.03,2.0,0.0,4.0,0.0,3,9157.91628421346
100238,0,2,2,6.22676407769465,>4.0 (higher),True,0,2,2,0,0,0,0,62.5,2,1,1,1.0,5,4,0,0,1,1,-996,1.51,0.5,2.74,0.5,0.6,0.49,2.0,0.0,4.0,0.0,3,11716.6243442088
100240,0,1,3,1.0847664714346,1.0-1.3 (near poverty),False,0,8,3,5,0,0,0,47.5,2,1,1,4.0,5,4,0,0,1,4,-996,0.76,0.57,2.26,0.57,0.58,0.2,5.0,0.0,27.0,7.0,4,5312.07939991833
100244,0,1,1,3.8863185723727702,2.0-4.0 (moderate),False,0,2,2,0,0,2,1,47.5,2,0,1,3.0,1,3,1,0,1,3,-996,3.99,3.01,5.5,3.01,1.67,0.42,1.0,0.0,3.0,0.0,3,14565.5315590544
100246,0,2,2,1.82212581344902,1.3-2.0 (low income),True,0,4,4,0,0,2,1,27.5,1,0,2,3.0,3,3,0,0,0,-996,-996,3.43,0.18,3.76,0.18,0.18,0.56,3.0,0.0,6.0,0.0,2,8681.02338584154
100255,1,3,3,1.33862310385064,1.3-2.0 (low income),False,0,9,9,0,2,3,1,47.5,2,1,1,3.0,3,4,0,0,1,2,-996,1.68,0.56,2.75,0.56,0.66,0.27,12.0,0.0,22.0,0.0,2,25402.4230109147
100262,0,1,2,3.4598470993671797,2.0-4.0 (moderate),True,0,1,1,0,0,0,0,47.5,1,1,5,3.0,5,4,0,0,1,1,-996,0.59,0.43,1.82,0.43,0.52,0.13,0.0,0.0,6.0,0.0,3,13565.0750223605
100267,0,2,1,1.35505368382081,1.3-2.0 (low income),False,0,5,3,2,0,2,1,47.5,2,0,1,5.0,1,3,1,0,1,4,-996,18.24,6.94,14.08,6.94,7.5,5.87,5.0,0.0,32.0,0.0,4,3827.93585624179
100268,0,2,1,4.19262715835141,>4.0 (higher),False,0,4,4,0,2,1,1,85.0,1,1,1,5.0,5,3,0,0,1,1,-996,0.32,0.09,3.6,0.09,0.32,0.08,4.0,0.0,4.0,0.0,3,4099.96426186233
100272,1,4,4,0.0,<=1.0 (at/below poverty),False,0,4,2,2,0,1,1,47.5,2,1,1,1.0,5,4,0,0,0,-996,-996,1.05,0.18,2.39,0.18,0.36,0.07,3.0,0.0,0.0,0.0,4,2690.8430674726
100273,0,2,2,1.82212581344902,1.3-2.0 (low income),False,0,4,2,2,0,1,1,27.5,2,0,1,4.0,5,2,1,0,1,2,-996,3.23,2.33,3.68,2.27,2.48,2.27,2.0,0.0,14.0,0.0,2,18046.8109847026
100274,0,1,1,1.86384666226041,1.3-2.0 (low income),False,0,2,2,0,0,2,1,27.5,2,0,1,4.0,1,2,0,0,0,-996,-996,31.4,1.0,0.4,0.2,0.19,0.19,2.0,0.0,5.0,0.0,3,13644.1784846282
100276,0,1,2,2.38615994712492,2.0-4.0 (moderate),True,0,2,2,0,2,0,0,68.0,2,0,1,3.0,5,2,1,1,1,1,-996,4.46,2.67,22.95,1.89,15.24,3.99,4.0,0.0,4.0,0.0,3,148771.497810851
100283,0,1,1,2.29768671513549,2.0-4.0 (moderate),False,0,2,2,0,1,0,0,47.5,1,0,1,3.0,5,4,0,0,0,-996,-996,3.3,1.31,6.15,1.31,3.14,1.65,1.0,0.0,1.0,0.0,4,3470.627013538
100284,0,2,3,0.860519247985676,<=1.0 (at/below poverty),False,1,1,1,0,0,0,0,62.5,2,0,1,3.0,5,1,1,0,1,1,-996,2.05,3.33,5.72,2.05,1.89,1.64,0.0,0.0,1.0,0.0,4,6812.23060996917
100286,0,1,2,1.06406538198289,1.0-1.3 (near poverty),False,0,2,2,0,0,1,1,27.5,1,0,1,3.0,1,3,1,0,1,2,-996,4.52,4.49,5.87,4.47,9.04,2.66,0.0,0.0,0.0,0.0,2,15203.5828030071
100287,0,1,2,2.23996761921177,2.0-4.0 (moderate),False,0,3,1,2,0,1,1,47.5,2,0,1,4.0,1,3,1,1,1,2,-996,8.48,7.56,9.16,7.37,8.48,7.63,2.0,0.0,15.0,0.0,3,27198.1338417487
100292,0,1,1,6.40846001321877,>4.0 (higher),True,0,2,2,0,0,2,1,47.5,2,0,1,3.0,1,4,1,0,1,4,-996,4.74,0.27,19.72,0.27,14.35,1.65,4.0,0.0,6.0,0.0,3,25358.6174859746
100295,0,1,1,10.0,>4.0 (higher),False,0,2,2,0,0,2,1,27.5,2,0,1,4.0,1,3,1,0,1,2,-996,6.96,6.13,8.67,5.59,6.63,1.05,0.0,0.0,0.0,0.0,3,54695.5715609341
100296,1,4,2,0.498083278255122,<=1.0 (at/below poverty),False,1,2,2,0,0,0,0,27.5,1,0,2,4.0,3,2,0,0,1,1,1,2.2,0.38,3.48,0.33,0.29,0.29,0.0,0.0,0.0,0.0,4,4507.03782879259
100297,1,3,2,0.9178596480910519,<=1.0 (at/below poverty),True,0,9,4,5,0,2,1,47.5,2,1,1,1.0,1,3,0,0,1,2,-996,1.16,0.53,0.8,0.36,0.29,0.27,8.0,0.0,11.0,0.0,4,10048.6708713153
100304,0,1,2,4.44279896334691,>4.0 (higher),True,0,5,5,0,0,2,1,27.5,1,0,4,5.0,3,2,0,0,1,4,-996,3.95,1.24,2.56,0.99,1.11,0.69,1.0,0.0,2.0,0.0,3,22934.1444129895
100305,0,2,2,1.04375413086583,1.0-1.3 (near poverty),False,0,2,1,1,0,0,0,47.5,2,1,1,6.0,3,4,0,0,1,1,-996,1.31,0.19,4.45,0.19,0.19,0.03,1.0,0.0,1.0,0.0,2,9902.5153117176
100317,0,1,2,2.60303687635575,2.0-4.0 (moderate),False,0,4,2,2,0,1,1,47.5,2,0,1,5.0,5,4,0,0,1,2,-996,0.79,0.16,4.59,0.16,0.18,0.16,2.0,0.0,5.0,0.0,3,35956.2684518014
100319,1,3,2,3.24448132986688,2.0-4.0 (moderate),False,0,5,5,0,1,4,1,27.5,1,0,4,5.0,1,4,0,0,1,3,-996,1.33,0.2,3.17,0.1,1.22,0.22,14.0,0.0,17.0,0.0,4,14348.6882944586
100322,0,1,1,1.25720272393923,1.0-1.3 (near poverty),True,0,3,3,0,2,1,1,85.0,1,0,1,5.0,5,3,1,0,1,1,-996,0.97,1.11,1.61,0.4,0.44,0.64,1.0,0.0,0.0,0.0,2,9603.80180294455
100323,0,1,1,0.526854663774403,<=1.0 (at/below poverty),True,0,4,2,2,0,0,0,27.5,2,1,1,4.0,3,4,0,0,0,-996,0,1.24,0.26,2.88,0.24,0.25,0.07,2.0,0.0,13.0,0.0,4,13755.1964535191
100324,1,4,4,0.252350981118104,<=1.0 (at/below poverty),False,1,5,2,3,0,0,0,47.5,2,1,2,5.0,5,2,0,0,0,-996,-996,1.06,0.27,3.05,0.27,0.2,0.2,2.0,0.0,0.0,0.0,4,41430.3584534415
100325,0,2,1,1.07430617726052,1.0-1.3 (near poverty),False,0,1,1,0,1,0,0,85.0,2,0,1,2.0,5,1,1,0,1,1,-996,3.0,2.2,11.02,2.11,2.17,1.62,3.0,0.0,6.0,0.0,4,7454.6129304149
100330,1,3,1,1.55075955997905,1.3-2.0 (low income),False,0,3,2,1,0,2,1,27.5,2,0,4,6.0,1,2,0,0,1,1,-996,3.93,0.14,3.48,0.14,0.07,0.07,2.0,0.0,15.0,0.0,2,1291.66023923175
100337,0,2,2,2.66490416391276,2.0-4.0 (moderate),True,0,2,2,0,0,2,1,47.5,2,1,1,1.0,1,3,0,0,1,4,-996,1.28,0.53,0.75,0.09,0.44,0.15,1.0,0.0,6.0,0.0,3,12008.7799657703
100339,1,3,2,1.10720423000661,1.0-1.3 (near poverty),True,1,2,2,0,0,0,0,27.5,2,0,1,3.0,5,3,0,1,0,-996,-996,1.61,0.16,1.6,0.16,1.49,0.97,2.0,0.0,15.0,0.0,4,16239.6453318044
100341,0,1,2,1.3280572963294501,1.3-2.0 (low income),False,0,1,1,0,0,1,1,27.5,1,0,1,6.0,1,2,0,0,0,-996,-996,0.36,0.41,2.99,0.36,0.36,0.31,2.0,0.0,13.0,0.0,2,13384.171611927
100350,0,2,3,1.27842435094002,1.0-1.3 (near poverty),False,0,1,1,0,0,1,1,47.5,2,0,1,3.0,1,3,0,0,1,1,-996,2.75,2.71,5.11,2.02,2.77,0.95,3.0,0.0,11.0,0.0,2,16527.1149691226
100360,0,1,1,2.24375987939412,2.0-4.0 (moderate),True,0,2,2,0,1,0,0,85.0,1,0,1,3.0,5,2,0,0,1,2,-996,1.33,0.14,0.77,0.14,0.64,0.16,8.0,0.0,0.0,0.0,3,9732.28964736236
100361,0,1,1,4.82639736865556,>4.0 (higher),False,0,3,3,0,0,3,1,62.5,1,0,1,5.0,1,1,0,0,1,2,-996,0.53,0.21,1.75,0.12,0.37,0.03,3.0,0.0,20.0,0.0,3,27211.0029294273
100363,0,1,1,3.40737527114967,2.0-4.0 (moderate),True,0,4,4,0,1,3,1,62.5,2,0,1,4.0,5,1,0,0,1,3,-996,1.28,1.05,6.82,0.51,1.03,0.33,11.0,0.0,5.0,0.0,3,52866.8097697276
100368,0,1,1,0.905640107430618,<=1.0 (at/below poverty),True,0,1,1,0,0,0,0,47.5,1,0,1,3.0,5,2,0,0,0,-996,1,1.31,0.11,4.23,0.11,0.39,0.06,0.0,0.0,2.0,0.0,1,27262.6199637594
100369,0,1,1,3.12967614011897,2.0-4.0 (moderate),False,0,2,2,0,2,0,0,68.0,2,0,1,4.0,5,3,0,0,1,2,-996,0.56,0.74,7.97,0.56,0.61,0.6,6.0,0.0,5.0,0.0,3,267198.920245457
100373,0,2,2,2.40581996034369,2.0-4.0 (moderate),False,1,2,2,0,0,2,1,47.5,2,0,1,4.0,1,4,0,0,1,1,-996,0.47,0.04,14.09,0.04,0.09,0.03,4.0,0.0,2.0,0.0,3,23523.8356150532
100380,1,4,3,1.11910112359551,1.0-1.3 (near poverty),False,0,2,2,0,1,0,0,62.5,2,0,1,1.0,5,1,0,0,1,1,-996,1.21,0.19,1.75,0.17,0.11,0.01,2.0,0.0,3.0,0.0,4,43645.7858798701
100381,0,1,1,6.107072042300071,>4.0 (higher),True,0,2,2,0,1,1,1,68.0,2,0,1,6.0,5,3,1,0,1,2,-996,0.39,0.82,3.09,0.39,1.14,0.39,3.0,0.0,9.0,0.0,3,62606.9580428919
100384,0,1,1,1.65604758757436,1.3-2.0 (low income),False,0,2,2,0,2,0,0,68.0,2,0,1,5.0,5,2,1,0,1,1,-996,4.36,4.05,4.39,3.35,4.34,3.97,1.0,0.0,2.0,0.0,2,53038.0602079621
100389,0,1,1,2.66490416391276,2.0-4.0 (moderate),False,0,2,2,0,2,0,0,85.0,1,0,1,3.0,5,1,0,0,1,1,-996,2.94,2.44,5.45,1.22,1.51,1.02,4.0,0.0,5.0,0.0,3,23418.5793382284
100391,0,1,2,1.5715034049240402,1.3-2.0 (low income),False,0,3,2,1,0,1,1,27.5,2,0,2,4.0,5,2,0,0,1,1,-996,0.19,0.02,2.08,0.02,0.05,0.19,1.0,0.0,5.0,0.0,2,22393.2273879524
100406,1,4,1,0.860519247985676,<=1.0 (at/below poverty),True,0,1,1,0,0,0,0,27.5,2,0,1,4.0,5,2,0,0,0,-996,-996,1.85,0.08,2.24,0.08,0.1,0.02,5.0,0.0,2.0,0.0,1,87161.1285884547
100408,0,1,1,10.0,>4.0 (higher),False,0,2,2,0,0,2,1,47.5,1,0,1,3.0,1,3,1,1,1,3,-996,3.48,2.54,3.05,2.54,2.87,2.54,0.0,0.0,9.0,0.0,3,8332.55894351103
100409,1,4,2,1.07468572606104,1.0-1.3 (near poverty),False,0,7,7,0,1,5,1,47.5,2,1,1,3.0,1,1,0,0,1,4,-996,0.36,0.07,7.4,0.07,0.07,0.07,0.0,0.0,0.0,0.0,4,3635.92865511497
100419,1,4,2,1.47897336636635,1.3-2.0 (low income),True,0,2,2,0,2,0,0,85.0,1,1,1,3.0,5,2,0,0,1,1,-996,1.03,0.9,3.23,0.38,0.33,0.47,5.0,0.0,0.0,0.0,2,10243.1390345404
100426,1,4,2,0.0,<=1.0 (at/below poverty),False,0,3,2,1,0,1,1,27.5,2,1,1,4.0,1,1,0,0,0,-996,0,0.38,0.17,1.23,0.04,0.35,0.0,3.0,0.0,9.0,0.0,1,11501.0430197023
100436,0,2,2,1.43945032922989,1.3-2.0 (low income),False,0,7,2,5,0,1,1,47.5,1,1,1,1.0,5,4,0,0,1,1,-996,0.61,0.66,8.95,0.31,0.55,0.38,12.0,0.0,12.0,0.0,4,4503.55681390362
100438,0,1,1,1.42762723066755,1.3-2.0 (low income),True,0,2,2,0,0,2,1,27.5,2,0,1,4.0,1,3,0,0,1,2,-996,0.55,0.57,3.67,0.15,0.12,0.14,1.0,0.0,12.0,0.0,2,9803.34619319323
100442,0,1,1,4.32967614011897,>4.0 (higher),True,0,2,2,0,0,0,0,62.5,2,0,1,5.0,5,1,1,0,1,2,-996,1.97,0.87,14.01,0.87,2.36,0.87,5.0,0.0,7.0,0.0,3,30991.3659209343
100444,0,1,2,1.3159658226023299,1.3-2.0 (low income),True,0,5,3,2,0,1,1,27.5,1,1,1,4.0,3,3,0,0,1,2,-996,0.78,0.2,3.88,0.2,0.5,0.33,3.0,0.0,23.0,0.0,4,2382.55383735982
100446,0,1,1,2.3454399116683398,2.0-4.0 (moderate),False,0,1,1,0,0,1,1,62.5,2,0,1,4.0,1,2,1,0,1,2,-996,2.91,2.91,3.81,2.9,2.9,1.92,6.0,0.0,9.0,0.0,3,41874.271733156
100447,0,1,1,8.66968347717099,>4.0 (higher),False,0,1,1,0,0,1,1,27.5,2,0,4,4.0,1,4,0,0,0,-996,-996,0.53,0.21,4.27,0.21,0.21,0.02,1.0,0.0,4.0,0.0,3,69603.728711452
100449,1,3,4,1.21475297180043,1.0-1.3 (near poverty),True,0,4,2,2,0,1,1,27.5,1,0,6,3.0,3,2,0,0,1,2,-996,2.28,1.74,2.27,0.38,0.34,0.23,0.0,0.0,2.0,0.0,4,3728.58170038188
100456,0,2,2,0.352016762702986,<=1.0 (at/below poverty),False,0,3,1,2,0,0,0,47.5,2,0,1,2.0,5,3,0,0,1,1,-996,2.75,2.71,5.11,2.02,2.77,0.95,0.0,0.0,2.0,0.0,4,2709.72990268978
100457,0,1,1,2.76584599266632,2.0-4.0 (moderate),False,0,3,3,0,0,3,1,47.5,2,0,1,4.0,1,1,0,0,1,3,-996,1.18,0.27,2.09,0.27,0.58,0.73,4.0,0.0,6.0,0.0,3,33896.3748793598
100458,0,1,1,1.2690019828155998,1.0-1.3 (near poverty),False,0,2,2,0,0,1,1,62.5,1,0,1,2.0,1,3,1,1,1,2,-996,4.34,3.14,5.89,3.14,7.18,7.17,0.0,0.0,0.0,0.0,2,6747.28266652728
100459,0,1,1,3.1225198277301804,2.0-4.0 (moderate),True,0,2,2,0,2,0,0,68.0,1,0,1,4.0,5,4,0,0,0,-996,-996,0.7,0.75,16.11,0.46,0.43,0.31,9.0,0.0,4.0,0.0,3,12410.7027243435
100460,0,1,1,1.42536990255824,1.3-2.0 (low income),True,0,3,2,1,0,1,1,47.5,2,0,1,4.0,5,3,0,0,1,2,-996,0.74,0.48,2.79,0.48,0.39,0.74,8.0,0.0,4.0,0.0,4,3863.9403392334
100461,1,4,2,0.473752711496746,<=1.0 (at/below poverty),False,0,4,2,2,0,1,1,47.5,2,0,1,1.0,5,3,1,0,1,1,-996,7.55,2.4,6.13,2.4,4.47,2.31,5.0,0.0,2.0,0.0,4,11565.4568359334
100464,0,1,2,0.752014324082363,<=1.0 (at/below poverty),False,0,1,1,0,0,0,0,27.5,1,0,1,4.0,5,2,0,0,1,1,-996,31.26,1.07,0.31,0.31,0.31,0.31,2.0,0.0,3.0,0.0,1,31164.7190916928
100476,0,1,2,1.5081286397135099,1.3-2.0 (low income),False,0,2,2,0,0,0,0,62.5,1,0,1,6.0,5,1,0,0,1,2,-996,1.28,1.89,4.1,1.28,1.06,0.19,3.0,0.0,15.0,0.0,2,110488.956195314
